Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Employee ID,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ATTRITION FLAG,AGE GROUP,INCOME BAND,PROMOTION RISK
21,Yes,Travel_Rarely,563,Human Resources,45,3,Technical Degree,1,1094,3,Female,76,2,3,Manufacturing Director,2,Divorced,1094,2909,8727,7,Y,Yes,38,3,4,80,1,27,2,1,8,8,5,8,1,Below 30,Low,High Risk
57,Yes,Travel_Rarely,305,Sales,19,5,Marketing,1,264,2,Male,67,4,3,Manager,3,Married,264,39333,589995,2,Y,No,42,2,2,80,3,29,2,3,11,7,1,8,1,50+,High,Low Risk
26,No,Travel_Frequently,168,Hardware,46,1,Technical Degree,1,1098,4,Female,176,3,2,Manager,1,Married,1098,19089,343602,5,Y,Yes,43,1,4,80,1,32,4,4,13,10,12,13,0,Below 30,Medium,High Risk
41,Yes,Non-Travel,344,Hardware,9,4,Technical Degree,1,1099,4,Female,161,3,1,Sales Representative,1,Married,1099,17750,266250,5,Y,No,39,4,2,80,1,34,2,1,8,7,6,3,1,41-50,Medium,High Risk
55,No,Non-Travel,646,Software,32,5,Medical,1,266,1,Female,170,4,3,Human Resources,4,Divorced,266,35273,705460,4,Y,Yes,49,2,2,80,4,32,5,1,18,4,14,11,0,50+,High,High Risk
34,Yes,Travel_Rarely,1333,Human Resources,23,2,Marketing,1,1107,3,Female,69,2,4,Human Resources,4,Divorced,1107,47312,756992,4,Y,Yes,38,4,2,80,1,39,2,4,6,6,6,6,1,30-40,High,High Risk
48,No,Non-Travel,543,Hardware,45,2,Other,1,267,4,Male,42,2,5,Manager,3,Married,267,4339,60746,1,Y,Yes,38,4,2,80,4,40,4,3,39,29,12,15,0,41-50,Low,High Risk
33,Yes,Travel_Frequently,252,Support,14,5,Marketing,1,1111,4,Female,124,1,1,Healthcare Representative,1,Married,1111,9058,81522,5,Y,Yes,32,2,2,80,1,3,2,2,1,1,1,1,1,30-40,Low,Low Risk
60,No,Non-Travel,901,Support,14,3,Technical Degree,1,268,1,Female,101,3,2,Laboratory Technician,3,Divorced,268,17895,393690,4,Y,Yes,25,4,4,80,2,33,4,1,17,15,5,4,0,50+,Medium,High Risk
34,Yes,Travel_Frequently,1179,Sales,11,5,Marketing,1,1112,3,Male,180,2,1,Developer,1,Divorced,1112,11786,117860,1,Y,No,41,3,3,80,1,23,3,1,5,1,4,1,1,30-40,Medium,High Risk
45,Yes,Travel_Frequently,430,Support,22,2,Human Resources,1,269,2,Female,182,1,5,Manufacturing Director,3,Divorced,269,37604,940100,7,Y,Yes,18,1,4,80,4,18,1,4,3,1,3,2,1,41-50,High,Low Risk
42,Yes,Non-Travel,937,Human Resources,23,5,Human Resources,1,1113,3,Female,176,3,1,Laboratory Technician,3,Divorced,1113,39611,1029886,4,Y,Yes,0,1,4,80,1,26,1,3,4,4,2,4,1,41-50,High,Low Risk
25,Yes,Non-Travel,831,Software,28,4,Life Sciences,1,270,4,Female,196,4,4,Manufacturing Director,1,Divorced,270,31883,95649,1,Y,No,14,4,1,80,3,10,2,2,9,5,1,9,1,Below 30,High,Low Risk
41,No,Travel_Rarely,347,Sales,43,5,Marketing,1,1119,4,Female,37,3,2,Human Resources,2,Divorced,1119,32189,836914,4,Y,Yes,9,4,1,80,1,4,3,2,1,1,1,1,0,41-50,High,Low Risk
44,Yes,Travel_Frequently,369,Hardware,32,5,Other,1,1125,3,Male,128,2,2,Healthcare Representative,3,Married,1125,12970,12970,4,Y,No,26,4,2,80,1,8,5,2,2,1,1,2,1,41-50,Medium,Low Risk
36,No,Non-Travel,501,Hardware,14,5,Technical Degree,1,272,4,Female,147,2,3,Developer,1,Single,272,33754,675080,6,Y,No,29,4,2,80,2,27,5,2,7,6,4,6,0,30-40,High,High Risk
48,Yes,Travel_Frequently,431,Support,47,3,Life Sciences,1,1130,2,Male,157,4,5,Research Scientist,3,Divorced,1130,45913,596869,7,Y,Yes,30,3,1,80,1,38,2,3,32,6,9,22,1,41-50,High,High Risk
31,Yes,Travel_Frequently,175,Software,11,2,Marketing,1,273,1,Male,77,3,1,Research Director,1,Single,273,21549,517176,6,Y,Yes,47,1,3,80,3,10,5,3,9,6,5,9,1,30-40,Medium,High Risk
46,No,Travel_Frequently,178,Human Resources,25,4,Life Sciences,1,1131,1,Male,142,2,2,Developer,4,Married,1131,33015,198090,6,Y,No,38,3,4,80,1,8,2,4,2,2,1,1,0,41-50,High,Low Risk
35,Yes,Non-Travel,507,Software,18,4,Other,1,274,3,Male,157,1,3,Research Director,1,Divorced,274,9899,128687,8,Y,No,17,1,4,80,2,6,1,2,2,2,2,1,1,30-40,Low,Low Risk
27,Yes,Travel_Rarely,897,Sales,5,4,Technical Degree,1,1133,2,Female,118,2,4,Human Resources,4,Single,1133,34120,614160,8,Y,No,22,2,4,80,1,38,4,2,14,11,6,12,1,Below 30,High,High Risk
60,No,Non-Travel,887,Hardware,40,5,Other,1,275,4,Male,177,4,1,Developer,1,Single,275,48715,1461450,5,Y,No,12,4,2,80,4,36,5,2,6,2,2,1,0,50+,High,Low Risk
18,No,Non-Travel,601,Support,40,5,Medical,1,1137,3,Female,139,1,3,Sales Representative,4,Single,1137,13480,175240,3,Y,No,23,1,1,80,1,33,4,4,32,15,32,32,0,Below 30,Medium,High Risk
27,No,Travel_Rarely,506,Support,12,2,Marketing,1,276,2,Female,199,4,2,Sales Executive,2,Married,276,11225,258175,0,Y,Yes,12,1,3,80,3,9,6,3,5,4,3,3,0,Below 30,Medium,Low Risk
25,No,Travel_Rarely,277,Sales,22,4,Human Resources,1,1138,1,Female,128,2,2,Developer,1,Married,1138,21781,370277,7,Y,Yes,36,2,4,80,1,32,4,2,27,20,11,13,0,Below 30,Medium,High Risk
42,Yes,Non-Travel,1131,Support,33,4,Other,1,277,4,Male,91,3,5,Sales Executive,2,Married,277,28569,228552,3,Y,No,48,1,1,80,4,22,3,3,7,2,5,4,1,41-50,Medium,High Risk
31,Yes,Travel_Rarely,775,Hardware,13,3,Human Resources,1,1146,2,Female,41,4,5,Manager,2,Married,1146,38156,114468,1,Y,No,2,4,4,80,1,2,1,1,1,1,1,1,1,30-40,High,Low Risk
49,Yes,Non-Travel,197,Support,14,4,Human Resources,1,278,3,Male,149,3,3,Laboratory Technician,4,Divorced,278,34090,204540,6,Y,No,43,1,4,80,2,32,2,4,25,18,9,5,1,41-50,High,High Risk
36,Yes,Travel_Rarely,1350,Software,16,4,Other,1,1148,1,Male,196,2,3,Sales Executive,3,Divorced,1148,50340,352380,6,Y,Yes,27,3,1,80,1,15,4,3,12,11,7,11,1,30-40,High,High Risk
41,Yes,Travel_Rarely,1060,Human Resources,2,4,Marketing,1,279,1,Female,37,3,1,Research Scientist,3,Married,279,48019,960380,2,Y,No,36,4,4,80,3,35,2,2,11,1,1,5,1,41-50,High,Low Risk
33,Yes,Travel_Rarely,946,Human Resources,20,4,Technical Degree,1,1151,2,Female,156,4,3,Human Resources,2,Single,1151,12745,114705,4,Y,No,2,4,3,80,1,6,6,3,4,4,3,1,1,30-40,Medium,Low Risk
42,Yes,Travel_Rarely,271,Software,44,4,Marketing,1,280,2,Male,73,2,1,Healthcare Representative,1,Divorced,280,39709,714762,5,Y,No,3,4,1,80,4,7,5,1,6,5,2,5,1,41-50,High,Low Risk
53,No,Non-Travel,1029,Software,21,5,Technical Degree,1,1156,1,Male,46,3,5,Developer,4,Divorced,1156,24205,193640,6,Y,No,32,1,4,80,1,10,2,2,7,7,1,3,0,50+,Medium,Low Risk
52,Yes,Non-Travel,215,Human Resources,22,4,Human Resources,1,1160,4,Female,48,3,3,Research Scientist,1,Divorced,1160,28912,289120,2,Y,No,44,1,3,80,1,2,5,4,2,2,2,2,1,50+,Medium,Low Risk
44,Yes,Non-Travel,1170,Hardware,19,2,Life Sciences,1,282,1,Male,99,2,1,Sales Representative,4,Married,282,16732,50196,1,Y,No,22,4,2,80,2,28,2,1,11,1,11,8,1,41-50,Medium,High Risk
38,Yes,Travel_Rarely,221,Sales,32,4,Marketing,1,1161,2,Male,199,1,3,Sales Executive,4,Divorced,1161,34584,830016,7,Y,No,13,1,4,80,1,37,3,4,27,1,10,12,1,30-40,High,High Risk
56,No,Travel_Frequently,1243,Sales,2,3,Life Sciences,1,283,2,Female,80,1,1,Manager,1,Married,283,32063,545071,5,Y,No,34,2,1,80,2,12,2,2,8,8,2,1,0,50+,High,Low Risk
45,Yes,Non-Travel,564,Research & Development,37,3,Technical Degree,1,1170,3,Female,156,4,2,Sales Representative,3,Divorced,1170,10547,84376,6,Y,Yes,2,3,1,80,1,17,3,4,12,1,7,7,1,41-50,Medium,High Risk
40,Yes,Non-Travel,675,Research & Development,35,1,Medical,1,284,2,Male,81,1,5,Manager,3,Single,284,4163,124890,2,Y,No,21,3,2,80,2,8,1,1,7,5,5,5,1,30-40,Low,High Risk
52,No,Travel_Rarely,1404,Support,22,1,Life Sciences,1,1171,3,Female,92,2,1,Research Scientist,1,Single,1171,25761,309132,1,Y,Yes,42,1,4,80,1,21,1,1,21,13,15,20,0,50+,Medium,High Risk
53,No,Non-Travel,1493,Human Resources,36,1,Marketing,1,285,3,Male,59,4,4,Manufacturing Director,1,Married,285,44633,624862,7,Y,No,26,2,2,80,3,27,3,4,24,18,3,22,0,50+,High,Low Risk
39,Yes,Non-Travel,1314,Support,27,3,Medical,1,1173,2,Male,60,4,3,Laboratory Technician,3,Divorced,1173,44345,753865,7,Y,Yes,2,1,4,80,1,32,2,4,4,3,4,4,1,30-40,High,High Risk
48,No,Travel_Frequently,1478,Research & Development,49,1,Other,1,286,4,Male,128,2,3,Sales Executive,1,Married,286,4330,99590,0,Y,Yes,11,4,3,80,2,34,5,2,31,11,31,6,0,41-50,Low,High Risk
51,No,Travel_Frequently,964,Human Resources,28,2,Marketing,1,1178,3,Male,72,1,1,Developer,4,Married,1178,44955,44955,4,Y,No,41,4,2,80,1,18,6,3,10,6,1,8,0,50+,High,Low Risk
51,No,Non-Travel,1233,Human Resources,10,1,Other,1,1185,3,Female,166,3,5,Sales Representative,3,Married,1185,11152,323408,4,Y,No,36,2,2,80,1,22,2,3,13,7,12,12,0,50+,Medium,High Risk
55,No,Non-Travel,1031,Research & Development,11,4,Human Resources,1,288,4,Male,51,3,5,Sales Representative,3,Single,288,28071,449136,5,Y,Yes,5,1,2,80,4,11,1,4,9,5,3,5,0,50+,Medium,Low Risk
60,Yes,Non-Travel,423,Software,25,2,Technical Degree,1,1186,4,Male,197,2,2,Laboratory Technician,4,Single,1186,11154,66924,8,Y,Yes,33,4,3,80,1,8,6,4,6,2,5,1,1,50+,Medium,High Risk
60,No,Travel_Rarely,609,Research & Development,12,3,Life Sciences,1,289,1,Female,43,2,5,Human Resources,1,Divorced,289,37581,601296,3,Y,No,25,1,1,80,2,22,1,1,7,5,6,4,0,50+,High,High Risk
59,No,Non-Travel,941,Software,30,4,Life Sciences,1,1188,2,Male,158,1,1,Manufacturing Director,2,Married,1188,31215,686730,4,Y,Yes,16,2,2,80,1,20,4,1,17,15,15,5,0,50+,High,High Risk
52,Yes,Travel_Frequently,750,Support,29,3,Other,1,290,3,Female,100,4,2,Manufacturing Director,4,Married,290,26839,697814,1,Y,No,21,2,2,80,2,6,3,2,4,1,1,2,1,50+,Medium,Low Risk
24,No,Non-Travel,221,Support,2,4,Medical,1,1195,1,Female,36,4,4,Human Resources,1,Divorced,1195,15047,90282,7,Y,No,7,2,4,80,1,35,1,4,14,8,9,12,0,Below 30,Medium,High Risk
22,No,Travel_Frequently,1103,Hardware,18,3,Other,1,291,4,Male,104,1,3,Sales Executive,3,Married,291,35901,861624,8,Y,Yes,5,1,4,80,2,2,1,1,1,1,1,1,0,Below 30,High,Low Risk
39,No,Non-Travel,1469,Sales,17,3,Marketing,1,1200,2,Male,61,2,3,Sales Executive,2,Divorced,1200,34357,446641,8,Y,No,9,2,1,80,1,32,5,4,11,5,10,10,0,30-40,High,High Risk
26,No,Non-Travel,556,Sales,12,4,Technical Degree,1,292,3,Male,90,1,2,Healthcare Representative,3,Divorced,292,28910,57820,0,Y,Yes,9,2,4,80,4,12,1,3,3,3,3,1,0,Below 30,Medium,Low Risk
58,No,Travel_Frequently,1208,Software,21,5,Medical,1,1201,2,Female,143,1,5,Research Director,4,Married,1201,15688,454952,6,Y,Yes,45,4,2,80,1,34,1,4,29,13,3,18,0,50+,Medium,Low Risk
30,Yes,Travel_Frequently,1362,Human Resources,33,5,Life Sciences,1,293,3,Male,49,2,1,Human Resources,3,Divorced,293,38602,887846,5,Y,No,31,2,4,80,3,11,3,4,6,1,4,6,1,30-40,High,High Risk
29,Yes,Travel_Rarely,134,Sales,12,4,Technical Degree,1,1219,4,Male,106,4,1,Human Resources,1,Divorced,1219,33812,270496,5,Y,Yes,25,2,4,80,1,13,2,2,4,1,1,1,1,Below 30,High,Low Risk
57,No,Travel_Frequently,1134,Sales,44,5,Medical,1,294,2,Female,65,1,5,Developer,3,Divorced,294,9377,93770,1,Y,No,26,1,1,80,3,11,6,4,7,7,7,6,0,50+,Low,High Risk
44,No,Travel_Rarely,1083,Hardware,50,4,Life Sciences,1,1221,4,Male,195,4,1,Manager,1,Single,1221,12857,154284,4,Y,Yes,0,3,3,80,1,39,4,2,34,20,11,13,0,41-50,Medium,High Risk
52,Yes,Travel_Frequently,251,Human Resources,3,2,Human Resources,1,295,2,Female,195,3,2,Manager,3,Single,295,9473,85257,4,Y,Yes,10,4,1,80,2,5,6,3,4,1,4,3,1,50+,Low,High Risk
22,Yes,Travel_Frequently,360,Support,35,2,Human Resources,1,1222,1,Female,96,2,2,Sales Executive,2,Divorced,1222,41742,584388,6,Y,No,13,1,1,80,1,22,6,3,13,8,8,6,1,Below 30,High,High Risk
29,No,Travel_Rarely,188,Software,34,2,Human Resources,1,296,1,Male,197,2,1,Research Scientist,3,Single,296,36121,794662,3,Y,Yes,5,3,1,80,4,37,6,3,24,11,9,5,0,Below 30,High,High Risk
24,No,Travel_Rarely,569,Support,16,1,Marketing,1,1224,3,Female,111,2,5,Manufacturing Director,3,Married,1224,17861,196471,0,Y,No,45,1,2,80,1,13,4,4,7,3,2,6,0,Below 30,Medium,Low Risk
43,Yes,Travel_Frequently,729,Hardware,47,4,Medical,1,297,2,Female,182,2,5,Research Director,3,Divorced,297,17699,318582,0,Y,Yes,2,1,3,80,2,14,4,4,7,6,6,3,1,41-50,Medium,High Risk
49,Yes,Travel_Frequently,725,Hardware,43,4,Marketing,1,1226,1,Male,48,4,3,Healthcare Representative,3,Divorced,1226,29876,239008,6,Y,No,22,1,4,80,1,22,3,1,17,3,3,11,1,41-50,Medium,Low Risk
60,No,Travel_Frequently,183,Research & Development,1,5,Technical Degree,1,298,1,Female,67,4,5,Research Scientist,4,Single,298,46448,1300544,6,Y,No,17,2,3,80,4,18,4,1,10,5,2,6,0,50+,High,Low Risk
27,No,Travel_Frequently,1042,Research & Development,11,5,Human Resources,1,1227,4,Female,150,1,3,Healthcare Representative,4,Married,1227,16188,242820,8,Y,No,11,2,4,80,1,37,5,3,9,3,8,6,0,Below 30,Medium,High Risk
20,Yes,Travel_Frequently,415,Software,23,1,Technical Degree,1,299,4,Male,154,2,1,Sales Representative,2,Married,299,30029,30029,2,Y,No,31,2,4,80,3,11,2,4,10,6,4,8,1,Below 30,High,High Risk
49,Yes,Non-Travel,1322,Research & Development,38,2,Medical,1,1231,1,Male,99,4,3,Research Scientist,3,Single,1231,3654,91350,8,Y,Yes,6,2,1,80,1,26,4,3,6,6,2,3,1,41-50,Low,Low Risk
45,Yes,Travel_Frequently,546,Human Resources,19,2,Human Resources,1,300,1,Male,89,3,1,Human Resources,2,Single,300,21575,151025,7,Y,No,2,1,2,80,2,27,1,2,4,2,3,1,1,41-50,Medium,Low Risk
23,No,Non-Travel,330,Human Resources,48,2,Other,1,1238,2,Male,78,4,4,Sales Representative,3,Divorced,1238,38974,857428,4,Y,Yes,11,3,1,80,1,6,4,2,4,1,4,1,0,Below 30,High,High Risk
36,No,Non-Travel,170,Human Resources,41,3,Marketing,1,301,1,Female,65,1,5,Research Scientist,4,Married,301,45317,770389,1,Y,No,33,3,1,80,3,35,6,1,30,5,19,27,0,30-40,High,High Risk
59,Yes,Travel_Rarely,895,Hardware,35,3,Life Sciences,1,1239,4,Female,83,3,4,Research Scientist,4,Divorced,1239,19332,560628,7,Y,Yes,38,1,3,80,1,3,2,2,3,1,2,1,1,50+,Medium,Low Risk
50,No,Non-Travel,369,Human Resources,37,1,Technical Degree,1,1241,1,Female,197,3,1,Developer,2,Divorced,1241,31540,883120,5,Y,Yes,32,3,4,80,1,1,2,1,1,1,1,1,0,41-50,High,Low Risk
41,Yes,Travel_Frequently,270,Software,12,2,Medical,1,1244,3,Female,89,2,5,Manufacturing Director,1,Married,1244,33640,235480,4,Y,Yes,37,4,3,80,1,33,5,1,8,4,4,2,1,41-50,High,High Risk
39,Yes,Travel_Rarely,251,Software,18,4,Marketing,1,304,1,Female,101,2,1,Human Resources,1,Married,304,42545,1276350,1,Y,No,27,3,3,80,4,14,6,4,6,5,3,4,1,30-40,High,Low Risk
18,No,Non-Travel,1337,Sales,1,5,Technical Degree,1,1245,1,Female,165,2,1,Healthcare Representative,4,Married,1245,18620,484120,1,Y,Yes,26,4,4,80,1,6,1,2,3,1,2,2,0,Below 30,Medium,Low Risk
20,Yes,Non-Travel,1053,Sales,23,4,Other,1,305,1,Male,192,2,1,Laboratory Technician,4,Single,305,44681,1161706,0,Y,Yes,42,3,3,80,4,9,2,4,3,3,3,2,1,Below 30,High,Low Risk
24,Yes,Travel_Frequently,375,Software,26,4,Life Sciences,1,1248,4,Female,163,1,2,Research Scientist,4,Divorced,1248,29213,146065,5,Y,Yes,14,3,1,80,1,9,4,3,8,6,1,2,1,Below 30,Medium,Low Risk
36,Yes,Non-Travel,1131,Human Resources,17,5,Technical Degree,1,306,3,Female,133,4,1,Sales Representative,2,Single,306,41939,964597,0,Y,No,38,2,3,80,3,8,1,4,3,1,3,3,1,30-40,High,Low Risk
38,Yes,Travel_Frequently,982,Support,13,1,Technical Degree,1,1253,4,Female,192,1,2,Sales Representative,4,Married,1253,50865,1119030,5,Y,Yes,6,1,4,80,1,8,3,1,8,3,4,4,1,30-40,High,High Risk
37,No,Travel_Frequently,290,Hardware,23,4,Human Resources,1,307,2,Male,121,4,1,Healthcare Representative,2,Divorced,307,47528,1045616,3,Y,Yes,41,3,4,80,2,36,5,4,14,4,14,2,0,30-40,High,High Risk
33,No,Travel_Rarely,804,Software,42,3,Human Resources,1,1255,1,Female,160,4,5,Human Resources,1,Single,1255,33801,169005,0,Y,Yes,7,2,1,80,1,39,5,3,17,11,13,13,0,30-40,High,High Risk
51,No,Travel_Frequently,187,Human Resources,9,5,Life Sciences,1,308,2,Female,63,2,4,Manager,3,Divorced,308,47172,188688,2,Y,Yes,16,4,4,80,2,22,4,2,1,1,1,1,0,50+,High,Low Risk
27,No,Non-Travel,1119,Software,46,2,Medical,1,1256,2,Male,125,3,3,Sales Representative,4,Single,1256,35816,895400,8,Y,Yes,22,4,4,80,1,2,2,4,2,1,1,1,0,Below 30,High,Low Risk
53,No,Travel_Rarely,432,Hardware,17,5,Human Resources,1,309,2,Male,75,3,4,Sales Executive,4,Divorced,309,6646,166150,8,Y,Yes,25,4,2,80,4,28,2,4,17,2,12,10,0,50+,Low,High Risk
25,No,Travel_Frequently,446,Sales,1,1,Marketing,1,1257,3,Female,116,3,2,Developer,2,Single,1257,11380,45520,0,Y,No,10,2,4,80,1,17,4,4,2,1,2,2,0,Below 30,Medium,Low Risk
23,No,Travel_Frequently,1329,Research & Development,4,4,Marketing,1,1258,2,Female,63,2,1,Sales Representative,2,Single,1258,3819,30552,3,Y,Yes,25,2,1,80,1,27,2,3,13,10,1,7,0,Below 30,Low,Low Risk
36,No,Travel_Frequently,581,Software,26,5,Other,1,311,1,Male,123,4,5,Sales Executive,4,Married,311,23640,236400,6,Y,Yes,17,3,3,80,3,35,5,4,23,3,22,4,0,30-40,Medium,High Risk
55,Yes,Non-Travel,1088,Software,38,5,Other,1,1264,4,Female,136,1,5,Sales Representative,1,Single,1264,42551,595714,4,Y,No,44,2,1,80,1,13,6,2,2,1,1,1,1,50+,High,Low Risk
32,Yes,Travel_Frequently,1386,Research & Development,21,2,Medical,1,1266,4,Female,88,2,4,Research Director,1,Married,1266,18616,186160,8,Y,No,34,2,1,80,1,27,3,2,3,1,1,1,1,30-40,Medium,Low Risk
45,No,Non-Travel,1176,Sales,12,4,Life Sciences,1,313,2,Male,30,2,2,Human Resources,2,Divorced,313,17037,477036,1,Y,No,22,3,2,80,2,29,2,3,2,2,2,2,0,41-50,Medium,Low Risk
22,No,Non-Travel,687,Hardware,39,3,Human Resources,1,1268,3,Male,125,4,4,Laboratory Technician,1,Married,1268,30415,243320,4,Y,No,12,2,3,80,1,14,6,1,5,5,3,3,0,Below 30,High,Low Risk
21,No,Non-Travel,1073,Human Resources,17,3,Other,1,314,1,Male,58,1,1,Sales Executive,4,Married,314,14851,341573,3,Y,Yes,9,2,4,80,4,8,6,1,8,5,1,2,0,Below 30,Medium,Low Risk
50,Yes,Travel_Rarely,1018,Software,32,4,Medical,1,1269,4,Male,187,3,4,Sales Executive,1,Single,1269,21827,240097,8,Y,Yes,37,1,2,80,1,18,4,1,4,4,4,1,1,41-50,Medium,High Risk
49,No,Non-Travel,898,Human Resources,23,2,Marketing,1,315,1,Male,128,2,2,Laboratory Technician,1,Divorced,315,9761,39044,1,Y,Yes,14,4,2,80,4,3,4,2,2,2,1,1,0,41-50,Low,Low Risk
43,No,Travel_Rarely,1413,Software,14,3,Technical Degree,1,1272,4,Female,99,1,2,Research Director,3,Divorced,1272,13261,278481,7,Y,No,0,3,3,80,1,20,1,1,2,1,1,1,0,41-50,Medium,Low Risk
47,No,Travel_Frequently,269,Support,36,1,Life Sciences,1,316,4,Female,200,3,5,Laboratory Technician,1,Married,316,24622,98488,8,Y,Yes,32,3,2,80,3,29,1,4,1,1,1,1,0,41-50,Medium,Low Risk
39,No,Travel_Rarely,223,Support,5,1,Life Sciences,1,1295,1,Male,128,1,3,Research Scientist,3,Single,1295,27754,749358,1,Y,Yes,45,2,2,80,1,3,5,1,3,2,2,3,0,30-40,Medium,Low Risk
47,Yes,Travel_Frequently,1254,Hardware,50,5,Life Sciences,1,1296,4,Female,178,2,4,Research Director,4,Single,1296,18761,281415,4,Y,Yes,2,2,4,80,1,30,3,2,4,2,3,3,1,41-50,Medium,Low Risk
47,No,Travel_Rarely,742,Support,4,1,Marketing,1,1305,2,Female,193,3,2,Laboratory Technician,1,Married,1305,6094,140162,2,Y,No,39,1,3,80,1,6,1,1,4,1,3,4,0,41-50,Low,Low Risk
43,Yes,Travel_Rarely,1045,Support,18,2,Medical,1,319,3,Male,92,4,3,Manufacturing Director,3,Divorced,319,14346,344304,1,Y,Yes,5,1,2,80,4,25,5,2,5,5,2,3,1,41-50,Medium,Low Risk
28,Yes,Non-Travel,546,Research & Development,38,1,Marketing,1,1308,1,Female,37,2,5,Healthcare Representative,2,Married,1308,21934,592218,7,Y,No,48,4,3,80,1,21,1,3,9,2,2,8,1,Below 30,Medium,Low Risk
52,Yes,Travel_Frequently,1440,Sales,36,3,Other,1,1312,2,Female,119,4,5,Human Resources,2,Divorced,1312,9367,168606,5,Y,No,28,4,4,80,1,16,5,2,1,1,1,1,1,50+,Low,Low Risk
60,No,Non-Travel,1327,Hardware,35,4,Human Resources,1,321,1,Female,168,4,4,Laboratory Technician,1,Single,321,2809,16854,5,Y,Yes,5,3,4,80,2,14,2,2,12,2,2,3,0,50+,Low,Low Risk
35,No,Travel_Frequently,524,Hardware,42,4,Human Resources,1,1318,1,Female,57,1,5,Healthcare Representative,3,Divorced,1318,4809,9618,6,Y,No,43,2,3,80,1,12,2,2,5,2,3,2,0,30-40,Low,Low Risk
19,No,Non-Travel,1012,Human Resources,24,5,Other,1,322,1,Male,174,2,2,Healthcare Representative,3,Single,322,26878,618194,7,Y,No,25,1,2,80,3,2,3,4,1,1,1,1,0,Below 30,Medium,Low Risk
58,No,Travel_Frequently,578,Human Resources,44,2,Human Resources,1,1323,2,Male,162,4,2,Sales Executive,3,Married,1323,16366,16366,5,Y,Yes,12,3,1,80,1,38,3,4,5,5,1,5,0,50+,Medium,Low Risk
44,Yes,Travel_Frequently,765,Software,48,1,Medical,1,323,2,Female,113,1,1,Healthcare Representative,2,Single,323,1370,27400,0,Y,No,8,4,4,80,2,28,2,3,28,17,17,10,1,41-50,Low,High Risk
49,No,Travel_Frequently,1499,Support,36,4,Other,1,1325,4,Female,35,4,1,Sales Executive,2,Married,1325,4823,96460,6,Y,Yes,41,4,2,80,1,32,6,2,25,24,15,3,0,41-50,Low,High Risk
59,No,Non-Travel,1451,Support,21,3,Life Sciences,1,1327,4,Female,68,4,5,Sales Representative,2,Married,1327,18778,37556,7,Y,No,11,3,4,80,1,27,6,4,1,1,1,1,0,50+,Medium,Low Risk
54,Yes,Non-Travel,1365,Support,20,4,Technical Degree,1,1328,2,Female,161,4,4,Laboratory Technician,1,Married,1328,7630,7630,1,Y,No,36,1,4,80,1,11,1,3,4,3,2,3,1,50+,Low,Low Risk
35,Yes,Non-Travel,480,Support,13,1,Life Sciences,1,1335,2,Female,164,4,5,Research Scientist,1,Single,1335,35905,861720,7,Y,No,48,4,4,80,1,32,2,4,10,3,4,4,1,30-40,High,High Risk
42,No,Travel_Frequently,1299,Research & Development,31,5,Other,1,327,2,Male,58,1,3,Manufacturing Director,2,Married,327,36419,1092570,3,Y,Yes,24,4,3,80,2,37,2,2,10,1,7,2,0,41-50,High,High Risk
52,No,Travel_Rarely,182,Research & Development,24,4,Technical Degree,1,1336,2,Female,158,4,1,Human Resources,1,Married,1336,7228,36140,0,Y,Yes,8,4,1,80,1,5,4,4,3,1,1,2,0,50+,Low,Low Risk
30,No,Travel_Frequently,290,Research & Development,45,2,Human Resources,1,328,2,Male,70,3,5,Sales Executive,4,Single,328,35021,140084,2,Y,Yes,39,3,2,80,4,8,4,2,2,1,2,1,0,30-40,High,Low Risk
19,Yes,Non-Travel,908,Support,8,4,Medical,1,1338,4,Female,30,2,5,Research Director,2,Divorced,1338,24394,463486,4,Y,Yes,19,1,1,80,1,37,2,4,13,2,1,11,1,Below 30,Medium,Low Risk
23,Yes,Travel_Rarely,676,Software,11,4,Medical,1,1340,3,Male,120,2,5,Human Resources,3,Single,1340,3721,37210,4,Y,No,27,4,4,80,1,21,4,2,11,3,2,6,1,Below 30,Low,Low Risk
54,No,Travel_Rarely,877,Software,22,1,Life Sciences,1,1341,2,Male,130,1,3,Developer,2,Divorced,1341,6194,142462,8,Y,Yes,16,2,1,80,1,24,5,3,8,3,8,6,0,50+,Low,High Risk
44,No,Non-Travel,280,Research & Development,24,4,Human Resources,1,331,3,Female,78,4,4,Laboratory Technician,3,Married,331,45282,633948,7,Y,Yes,29,4,2,80,2,40,6,3,13,7,11,9,0,41-50,High,High Risk
32,Yes,Non-Travel,1125,Software,49,1,Technical Degree,1,1342,4,Female,133,4,1,Laboratory Technician,3,Single,1342,3443,24101,3,Y,No,21,1,3,80,1,18,1,1,5,1,1,1,1,30-40,Low,Low Risk
